年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post_green,Treat_green,绿色金融试点DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,Post_carbon,Treat_carbon,碳排放交易DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,carbon_trading,environmental_tax,gfi_std,ln_pop
2019,天津市,0.22071847,0.040011,0.010172,0.018334,0.006146,0.005359,0.038094,0.019074,8241.0,1385.0,14104.28,5.95018050541516,0.584290725935673,142123146.6,-1.00765970754977,138.2,635.6,924.0,47491,1,0,0,1.5000536746505,0.32825089889897,8241.0,3766.11,903.99,1693.35,284.46,110.58,316.92,50.0,110.61,878.43,1,1,1,1.4537444933920705,1.7114767625288194,2.8367984753564164e-06,0.04506433508126611,1,1,-0.2455169257327467,7.233455418621439
2020,天津市,0.25151895,0.044127,0.010533,0.020151,0.006298,0.007145,0.04425,0.020151,8104.6,1386.6,14083.73,5.84494446848406,0.575458348037061,139913364.4,-0.99343969530799,150.3,714.9,1037.5,52280,1,0,0,1.47141701078949,0.324841504465849,8104.6,3745.28,929.37,1394.16,284.73,85.32,325.05,52.61,117.03,875.0,1,1,1,1.4512519233459225,1.737745231103324,3.1331898580844705e-06,0.05076070046784481,1,1,-0.040337840998251204,7.23460998650839
2021,天津市,0.24575624,0.041247,0.010403,0.018254,0.005786,0.006804,0.044486,0.022127,8205.69,1373.0,15695.0,5.97646758922069,0.522821917808219,144733441.7,-0.922162737814591,164.1,757.3,1158.8,56831,1,0,0,1.36781889095748,0.325815176328589,8205.69,3723.27,752.06,1722.47,291.12,93.83,338.18,47.23,123.45,982.0,1,1,1,1.5301729829657995,1.9126971650159827,2.6280344058617394e-06,0.04825103536158012,1,1,-0.07872644933780729,7.224753405767971
2022,天津市,0.29955411,0.050651,0.012215,0.022241,0.007364,0.00883,0.048059,0.025067,8121.77,1363.0,16311.3,5.95874541452678,0.497922912336846,144468457.1,-0.885695542967145,186.2,787.1,1176.8,58908,1,0,0,1.27047633725244,0.302863408788414,8121.77,3314.72,704.72,1660.88,269.19,75.62,340.15,52.08,127.52,1057.17,1,1,1,1.4951086266039892,2.0083430089746446,3.105270579291657e-06,0.04825489078123755,1,1,0.27965100865198267,7.217443431696533
2023,天津市,0.49322792,0.066956,0.020927,0.033129,0.015842,0.017757,0.058532,0.034907,8493.12,1364.0,16737.3,6.22662756598241,0.507436683336022,149619508.8,-0.893928583463283,215.0,883.0,1294.7,65642,1,0,0,1.2756783895882,0.299252389348813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.4662514156285391,1.9706892166836214,4.0004062781930184e-06,0.05275641829924779,1,1,1.5698197031931898,7.218176838403408
2024,天津市,0.60100363,0.076669,0.025426,0.038951,0.020808,0.02328,0.064002,0.039356,8706.0,1364.0,18024.3,6.38269794721408,0.48301459696077,149048395.6,-0.826930286335669,247.5,1016.1,1501.4,75237,1,0,0,1.21200651315194,0.317717951708727,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.4776104714102942,2.0703308063404546,4.253646466159573e-06,0.05637389524142408,1,1,2.2877734991863172,7.218176838403408
2000,宁夏回族自治区,0.0013746,0.006574,0.001713,0.002792,0.000964,0.001105,0.008978,0.003867,1179.0,554.0,265.57,2.12815884476534,3.92603213551906,31352590.61,-9.41186911534738,986.3,5042.8,4781.2,12817,0,0,0,4.53658228674969,0.0,1179.43,1041.89,28.91,92.62,10.5,0.04,11.22,33.13,0.12,136.17,0,0,0,0.9481240580629808,0.25471009036144576,2.4754302067251573e-05,18.988590578755133,0,0,-1.6268113596378475,6.317164686747284
2001,宁夏回族自治区,0.01183629,0.008552,0.00223,0.003682,0.001311,0.00133,0.008604,0.004993,1278.5,563.22,337.44467,2.26998331025177,3.7887692817907,32504740.92,-9.41186911534738,988.8,5564.7,5573.1,13952,0,0,0,4.16809156222866,0.0,1228.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.81,0,0,0,1.0015095153377542,0.26393795072350407,2.5343414077336002e-05,16.49070349814682,0,0,-1.6268113596378475,6.333670315576955
2002,宁夏回族自治区,0.01739103,0.009319,0.002342,0.004031,0.001353,0.001593,0.010047,0.004999,1378.0,571.54,377.15519,2.41102984917941,3.65366840106323,36865678.12,-9.41186911534738,1015.1,6209.1,6377.8,15478,0,0,0,4.06804884448575,0.0,1378.0,0.0,0.0,200.4,0.0,0.0,0.0,0.0,0.0,178.76,0,0,0,1.0271697991657405,0.27369752539912917,2.4708661705013257e-05,16.4629843752117,0,0,-1.5999938053335847,6.348334472036686
2003,宁夏回族自治区,0.02814423,0.010539,0.002811,0.004801,0.001455,0.001472,0.012082,0.006448,2015.0,580.19,445.36,3.47300022406453,3.92603213551906,44539173.33,-9.41186911534738,1072.9,7684.4,7222.4,17950,0,0,0,4.08414499624993,0.0,2014.82,2965.1,52.0,200.4,22.6,0.0,53.04,12.0,10.1,212.0,0,0,0,0.9398781947842382,0.25471009036144576,2.3664002155559547e-05,17.25435602658523,0,0,-1.5283607744857872,6.363355636102716
2004,宁夏回族自治区,0.02143858,0.011034,0.002899,0.004864,0.001885,0.001387,0.009462,0.004362,2322.0,587.71,537.16,3.95092817886372,3.92603213551906,50556796.14,-9.41186911534738,1219.8,9191.7,8246.8,20647,0,0,0,3.89549779892895,0.0,2322.23,2761.19,114.83,159.1,35.49,4.13,68.94,3.98,6.77,272.83,0,0,0,0.8972007354461088,0.25471009036144576,2.054136570109465e-05,17.111661329957556,0,0,-1.5730308292885002,6.376233628957934
2005,宁夏回族自治区,0.02779348,0.010726,0.00295,0.004756,0.001585,0.001435,0.012599,0.005618,2536.0,596.2,612.61,4.25360617242536,3.92603213551906,55448966.45,-9.05126694797669,1395.2,11049.2,9518.6,23997,0,0,0,3.71995059106252,0.0,2509.6,3248.93,69.72,167.05,24.89,2.01,63.04,1.8,6.63,302.88,0,0,0,0.8614741338739456,0.25471009036144576,1.7508692316481937e-05,18.036271037038247,0,0,-1.5306973148244645,6.390576181243971
2006,宁夏回族自治区,0.02824514,0.011966,0.003198,0.005334,0.001695,0.001738,0.010281,0.005075,2830.0,603.73,725.9,4.68752588077452,3.89860862377738,69573678.63,-9.41186911534738,1494.7,13158.0,11308.5,27861,0,0,0,3.57740717995078,0.0,2801.53,3489.61,126.16,174.42,18.97,2.25,78.14,0.98,7.94,377.85,0,0,0,0.8594391244870041,0.2565017667844523,1.6484364237498276e-05,18.126463700234194,0,0,-1.5276885569930545,6.403127078124099
2007,宁夏回族自治区,0.03254358,0.012364,0.002978,0.005562,0.001901,0.001922,0.011275,0.005385,3077.0,610.25,919.11,5.04219582138468,3.34780385372806,75580440.56,-8.22322035012131,1663.5,16022.6,14056.6,33236,0,0,0,3.23986794305777,0.0,3047.0,4135.0,65.08,156.78,19.16,2.79,86.7,0.53,8.99,439.78,0,0,0,0.8772983161284685,0.29870328241793953,1.345214392183743e-05,17.432733840345552,0,0,-1.4990542634695072,6.4138687092730695
2008,宁夏回族自治区,0.04189234,0.013558,0.003549,0.006014,0.002158,0.001837,0.012261,0.006647,3229.0,617.69,1203.92,5.22754132331752,2.68207189846501,74729353.28,-6.20716935344541,1920.8,18519.4,16264.0,37543,0,0,0,2.71728515287532,0.0,3229.0,4287.0,237.98,183.75,20.66,3.72,96.51,1.98,11.0,439.62,0,0,0,0.8782141970042225,0.37284608237844535,1.1261545617649014e-05,15.38258356036946,0,0,-1.4367769866153006,6.425986713482255
2009,宁夏回族自治区,0.0377164,0.011682,0.002745,0.005382,0.001681,0.001875,0.01403,0.007025,3388.0,625.2,1353.31,5.41906589891235,2.50349143950758,81341102.58,-6.01052992884114,1946.0,19439.7,18079.0,39418,0,0,0,2.66960201713366,0.0,3388.0,4781.0,251.0,182.65,20.95,4.23,98.57,0.52,11.98,470.32,0,0,0,0.9300040638487219,0.3994421487603306,8.63216853492548e-06,14.364558009620856,0,0,-1.4645952396784403,6.438071598547322
2010,宁夏回族自治区,0.04468532,0.014865,0.003428,0.006574,0.002326,0.002537,0.011293,0.005769,3681.0,632.96,1689.65,5.81553336703741,2.17855768946231,106389397.5,-6.29653463735093,2199.6,22917.4,20827.6,44669,0,0,0,2.40850270516871,0.0,3681.1,5764.92,228.9,175.77,22.68,5.16,105.82,39.76,15.48,546.77,0,0,0,0.9088116453000775,0.4590192882368922,8.797679992897936e-06,13.56340070428787,0,0,-1.4181713973491024,6.450407228994293
2011,宁夏回族自治区,0.04451429,0.014855,0.003593,0.007174,0.002155,0.001932,0.012688,0.005799,4316.0,648.0,2102.21,6.66049382716049,2.053077475609,126210511.9,-6.00370619015227,2553.2,26161.1,24358.5,50076,0,0,0,2.18035126729488,0.0,4316.0,7947.0,357.44,91.71,20.8,6.58,104.04,36.66,18.58,725.0,0,0,0,0.931096169503576,0.4870736793327155,7.06637300745406e-06,12.44457023798764,0,0,-1.419310723062927,6.473890696352274
2012,宁夏回族自治区,0.07642037,0.017483,0.004416,0.007786,0.00222,0.003061,0.018828,0.009749,4562.0,659.0,2341.29,6.92261001517451,1.94849847733514,123787775.9,-5.28716117610377,2711.3,27346.1,26950.3,52308,0,0,0,2.01609935715007,0.0,4562.39,8055.0,377.55,424.12,23.36,7.32,111.32,20.62,20.48,741.8,0,0,0,0.9855262724849247,0.5132156948706708,7.467250959940887e-06,11.679928586377596,0,0,-1.2067666233649486,6.490723534502507
2013,宁夏回族自治区,0.05643281,0.015762,0.004344,0.007332,0.002514,0.001572,0.015588,0.007437,4781.0,666.0,2577.57,7.17867867867868,1.8548477829894,127779347.4,-4.95735702231171,2876.4,29343.0,30284.0,56029,0,0,0,1.91398219724656,0.0,4781.0,8533.51,417.96,463.31,20.04,0.12,117.91,39.51,19.57,811.18,1,0,0,1.0320689772688545,0.5391277975318971,6.115061860589625e-06,11.383977932704058,0,0,-1.3399148492002542,6.501289670540389
2014,宁夏回族自治区,0.04873935,0.0139,0.003624,0.006658,0.001961,0.001657,0.014902,0.007828,4946.0,678.0,2752.1,7.29498525073746,1.7971730678391,124469623.5,-4.52271441808074,3038.7,31930.4,33204.0,59909,0,0,0,1.79640226266579,0.0,4946.1,8857.0,386.87,426.15,21.77,0.03,123.38,30.19,17.88,848.75,1,0,0,1.0398867536892742,0.5564294379296401,5.050688565095745e-06,11.602194687693036,0,0,-1.391165254429051,6.519147287940395
2015,宁夏回族自治区,0.05828273,0.015413,0.003864,0.00691,0.002231,0.002408,0.016718,0.007359,5438.0,684.0,2911.77,7.95029239766082,1.86759256397312,119601873.3,-4.107531614791,3189.8,33913.8,37628.9,64516,0,0,0,1.71577514742415,0.0,5438.0,8928.41,488.53,477.12,37.08,0.02,119.25,50.83,20.05,878.0,1,0,0,1.1095453768082608,0.5354486943729312,5.293343911091879e-06,11.647142459740984,0,0,-1.3275915057837866,6.52795791762255
2016,宁夏回族自治区,0.04713581,0.013415,0.003238,0.005969,0.002129,0.002078,0.015474,0.006875,5591.0,695.0,3168.59,8.04460431654676,1.76450724139128,121513570.8,-3.83494143451819,3500.5,35499.2,43163.5,69671,0,0,0,1.62438398605541,0.0,5591.0,8680.01,450.61,576.35,23.19,0.02,115.4,82.15,22.4,886.91,1,0,0,1.215900640014423,0.5667304596673225,4.233744346854595e-06,11.203469050902767,0,0,-1.4018473239791085,6.543911845564792
2017,宁夏回族自治区,0.05745789,0.016184,0.004051,0.007305,0.002385,0.002443,0.014817,0.006949,6461.0,705.0,3443.56,9.1645390070922,1.87625596766137,141477024.1,-4.10845241842744,3611.4,38536.6,49500.7,76218,1,0,0,1.56738551218677,0.0,6461.0,11046.2,524.01,591.37,21.0,0.01,120.2,87.37,19.99,978.3,1,0,0,1.2845113476539185,0.5329763194551926,4.699787429288295e-06,11.190918700414686,0,0,-1.3330862226275633,6.558197802812269
2018,宁夏回族自治区,0.06112574,0.015925,0.003574,0.007278,0.002701,0.002372,0.01596,0.008037,7100.0,710.0,3705.18,10.0,1.91623618825536,153896847.4,-4.15355927107455,3836.4,41398.5,54710.4,81625,1,0,0,1.51591455826218,0.0,7100.0,12711.22,578.06,448.7,18.77,0.02,117.63,80.48,20.96,1064.85,1,0,0,1.3215551288090148,0.521856338028169,4.298036802530512e-06,11.173141385843604,0,1,-1.3086526389320035,6.565264970035361
2019,宁夏回族自治区,0.07524264,0.017736,0.00421,0.00776,0.002954,0.002811,0.017613,0.009352,7648.0,717.0,3748.48,10.6666666666667,2.04029366569916,173024988.0,-4.61587064623527,4350.6,43368.2,60268.1,86956,1,0,0,1.5000536746505,0.0,7648.0,13724.01,626.57,459.61,19.63,0.01,120.58,141.05,25.35,1083.9,1,0,0,1.3896841464483194,0.4901255230125523,4.731517841898583e-06,11.569542854703773,0,1,-1.2146121362746292,6.57507584059962
2020,宁夏回族自治区,0.04963975,0.013331,0.0033,0.006127,0.002258,0.001646,0.016437,0.007799,8581.8,720.93,3920.55,11.653885880883,2.18892757393733,172993401.8,-4.41247788703116,4732.7,43868.1,62550.8,88521,1,0,0,1.47141701078949,0.0,7933.0,14628.85,764.82,380.97,20.88,0.01,115.94,155.98,29.39,1038.0,1,0,0,1.4258835007670723,0.4568447178913515,3.400288224866409e-06,11.1892719133795,0,1,-1.3851671905061855,6.580542045193024
2021,宁夏回族自治区,0.0697382,0.017324,0.004854,0.00775,0.002804,0.001916,0.018351,0.008221,8636.8,725.0,4522.3,11.653885880883,1.90982464675055,187212024.4,-4.13975243570749,4984.7,50555.8,69179.0,98561,1,0,0,1.36781889095748,0.0,8047.9,15181.0,820.95,556.71,21.05,0.05,121.48,143.17,28.37,1158.0,1,0,0,1.3683692078851486,0.5236082808447574,3.830794064966941e-06,11.179222961767243,0,1,-1.2512802648614547,6.586171654854675
2022,宁夏回族自治区,0.0635827,0.017483,0.004366,0.007876,0.002463,0.002777,0.015143,0.006982,9283.7,728.0,5069.6,11.653885880883,1.83124901372889,189278041.1,-3.73358925950765,5350.1,52620.7,71542.7,102217,1,0,0,1.27047633725244,0.0,8679.0,16307.45,841.95,459.84,18.85,0.15,115.13,134.57,26.67,1361.43,1,0,0,1.3595923277341426,0.5460753794284606,3.4485955499447684e-06,10.37965519962127,0,1,-1.2922854653025904,6.590301048196686
2023,宁夏回族自治区,0.25451038,0.027363,0.0136,0.017723,0.011844,0.013361,0.021656,0.015466,9930.6,729.0,5315.0,11.653885880883,1.86841015992474,197795587.7,-3.72145978739417,5540.7,54437.3,75695.2,106985,1,0,0,1.2756783895882,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.39050246797692,0.5352143878516907,5.148259642521166e-06,10.242201317027282,0,1,-0.02041026618619296,6.591673732008658
2024,宁夏回族自治区,0.40332391,0.031408,0.020257,0.022641,0.020814,0.024572,0.023426,0.018918,10577.5,729.0,5502.8,11.653885880883,1.9222032419859,195765705.7,-3.55756534309806,5837.0,54365.5,81431.3,111146,1,0,0,1.21200651315194,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.497848819563878,0.5202363507445049,5.707639747037871e-06,9.879606745656757,0,1,0.9709192157410164,6.591673732008658
2000,安徽省,0.1057666,0.022731,0.005437,0.010033,0.003448,0.003813,0.021265,0.010983,4879.0,6093.0,3038.23588,0.800754964713606,1.60586609884944,143527215.7,-4.72403135796026,79.3,1023.7,2174.9,25014,0,0,0,4.53658228674969,0.0,4878.82,5909.39,533.27,345.06,68.54,2.56,142.12,46.91,0.0,338.93,0,0,0,2.1245482074826607,0.6227169255995081,7.481644249425426e-06,0.33693894761061144,0,0,-1.011275104667578,8.714895850248494
2001,安徽省,0.10203729,0.021977,0.00549,0.009758,0.003495,0.003234,0.021656,0.010837,5118.0,6128.0,3246.71456,0.835182767624021,1.57636278318227,151753718.9,-4.67407023609738,80.8,1127.2,2653.6,28097,0,0,0,4.16809156222866,0.0,5118.0,6366.0,542.67,288.27,70.35,2.7,147.77,47.26,0.0,359.62,0,0,0,2.354151880766501,0.6343717389605315,6.768996656115036e-06,0.3471817368509291,0,0,-1.0361181075198453,8.720623711420426
2002,安徽省,0.11612747,0.024593,0.006249,0.010729,0.00384,0.003775,0.021735,0.011841,5316.0,6144.0,3519.71951,0.865234375,1.51034762426282,159049900.3,-4.51882315758735,82.4,1235.1,3208.2,32231,0,0,0,4.06804884448575,0.0,5316.0,6679.0,556.2,307.99,73.9,2.7,155.89,47.52,0.0,389.94,0,0,0,2.597522467816371,0.6620992306245297,6.9872045002813306e-06,0.35090864385383935,0,0,-0.9422556016061617,8.723231274827508
2003,安徽省,0.10521313,0.022396,0.005779,0.010175,0.003694,0.002748,0.022537,0.011369,5457.0,6163.0,3923.1,0.885445399967548,1.39099181769519,176590054.8,-4.50128864418445,84.1,1456.4,3726.7,36583,0,0,0,4.08414499624993,0.0,5457.09,7488.61,599.66,334.92,76.7,7.53,173.71,53.81,0.0,445.44,0,0,0,2.558843724251579,0.7189114898295766,5.708750732838827e-06,0.37123703193902785,0,0,-1.0149620753910216,8.726318950962243
2004,安徽省,0.13787856,0.027161,0.006959,0.012269,0.004258,0.003675,0.026633,0.013899,6017.0,6228.0,4759.32,0.966120745022479,1.26425623828614,196165959.5,-4.12172242042981,85.4,1773.7,4393.4,42402,0,0,0,3.89549779892895,0.0,6016.89,7823.06,544.29,419.79,78.18,8.49,189.48,23.92,0.15,515.94,0,0,0,2.476969047753284,0.7909788931361142,5.70690770950472e-06,0.37267929031878505,0,0,-0.7973595240717326,8.73681053295389
2005,安徽省,0.12099445,0.025647,0.00637,0.011506,0.003793,0.003979,0.023787,0.01106,6506.0,6120.09,5350.17,1.06305626224451,1.21603612595488,225146692.3,-4.20821566978246,86.9,1907.4,5155.5,47182,0,0,0,3.71995059106252,0.0,6518.0,8339.64,538.39,414.49,86.41,10.52,210.07,23.88,0.85,582.16,0,0,0,2.7028939918213273,0.8223439901629266,4.793679453176254e-06,0.3565120360661437,0,0,-0.9098339477286542,8.719332081280594
2006,安徽省,0.13794014,0.026822,0.006455,0.011777,0.003691,0.004899,0.027266,0.013198,7069.0,6110.0,6112.5,1.1569558101473,1.15648261758691,247336379.2,-4.04640293169734,87.2,2072.1,6227.7,53438,0,0,0,3.57740717995078,0.0,7096.39,8830.52,652.22,445.4,97.8,10.6,239.9,21.62,1.95,662.4,0,0,0,3.005501664977559,0.86469090394681,4.388057259713701e-06,0.33899386503067486,0,0,-0.7969493055284519,8.71768205216564
2007,安徽省,0.14654118,0.027599,0.00671,0.012494,0.003912,0.004483,0.028127,0.01538,7739.0,6118.0,7360.92,1.2649558679307,1.05136314482429,284014229.7,-3.85840668965292,99.4,2413.4,7912.8,63629,0,0,0,3.23986794305777,0.0,7752.06,9783.74,809.7,451.08,114.91,11.34,259.16,13.24,4.03,768.7,0,0,0,3.278693958730422,0.951146142912521,3.749395456002782e-06,0.32786662536748123,0,0,-0.7396530064134775,8.718990524710849
2008,安徽省,0.13759932,0.025814,0.006468,0.011667,0.004169,0.003509,0.028728,0.014692,8325.0,6135.0,8851.66,1.35696821515892,0.940501555640411,320979251.5,-3.62620402839693,111.4,2526.7,9175.1,68541,0,0,0,2.71728515287532,0.0,8325.0,11377.0,851.22,426.34,127.37,11.02,309.63,15.6,7.17,858.87,0,0,0,3.631258162821071,1.0632624624624625,2.9162891480242124e-06,0.2854492829593545,0,0,-0.7992196966281753,8.721765357145012
2009,安徽省,0.15911936,0.030119,0.007415,0.013734,0.004684,0.004285,0.030949,0.014829,8896.0,6131.0,10062.82,1.45098678845213,0.884046420387128,333559092.1,-3.31476755124309,116.8,2736.4,10047.7,71059,0,0,0,2.66960201713366,0.0,8896.0,12666.0,856.28,454.13,140.4,13.23,329.14,14.26,9.77,952.3,0,0,0,3.671868147931589,1.131162320143885,2.993097362369594e-06,0.27193172490415213,0,0,-0.6558627713253966,8.721113147762688
2010,安徽省,0.16426943,0.029946,0.007543,0.013653,0.003995,0.004754,0.031742,0.016655,9707.0,5956.7,12359.33,1.62959356690785,0.78539856124887,357302789.1,-2.89095597495981,122.8,3233.1,11608.1,78307,0,0,0,2.40850270516871,0.0,9706.6,13375.7,910.17,477.57,157.4,8.41,365.75,11.73,12.48,1077.91,0,0,0,3.590393121153073,1.2732388997630575,2.4229468749519593e-06,0.2615918500436512,0,0,-0.6215552979055479,8.692271915440607
2011,安徽省,0.17656968,0.032815,0.008556,0.015038,0.005164,0.004057,0.033595,0.016231,10570.0,5972.0,15300.65,1.76992632283992,0.690820324626732,387934241.1,-2.53541020218095,134.5,3563.3,13491.0,86246,0,0,0,2.18035126729488,0.0,10570.0,14538.0,948.12,484.13,176.16,9.09,416.69,11.31,20.14,1221.0,0,0,0,3.786097157129627,1.447554399243141,2.1446801279684195e-06,0.23288553100685266,0,0,-0.5396165087371493,8.69483715865908
2012,安徽省,0.16838194,0.030893,0.007539,0.013889,0.004945,0.004519,0.033537,0.015412,11358.0,5978.0,17212.05,1.89996654399465,0.659886532981254,401706234.3,-2.33386629890106,148.4,3856.0,15020.3,92758,0,0,0,2.01609935715007,0.0,11357.95,14704.0,996.44,421.38,250.64,10.77,578.31,11.08,24.9,1361.1,0,0,0,3.89530601659751,1.5154120443740093,1.7948472145967507e-06,0.22402909589502704,0,0,-0.5941595872620299,8.695841342843883
2013,安徽省,0.20985552,0.037462,0.009502,0.016957,0.005523,0.005481,0.036858,0.01932,11696.0,5988.0,19229.34,1.95323981295925,0.608237204189015,430774933.8,-2.24019614713766,159.8,4168.3,16806.5,100569,0,0,0,1.91398219724656,0.0,11696.0,15665.08,1049.41,551.67,319.33,9.46,626.32,9.8,27.81,1528.07,1,0,0,4.031979464050092,1.6440954172366622,1.948168787904317e-06,0.2167677101762203,0,0,-0.3178810622175219,8.69751274553952
2014,安徽省,0.20086672,0.03483,0.00872,0.015964,0.005015,0.005131,0.037214,0.020035,12011.0,5997.0,20848.75,2.00283475070869,0.576101684753283,438211174.8,-2.1018582639247,159.2,4433.0,18333.9,106732,0,0,0,1.79640226266579,0.0,12011.02,15786.98,1064.73,749.22,352.68,10.56,663.02,10.25,34.46,1585.18,1,0,0,4.135777126099707,1.7358046790442094,1.6706037532226152e-06,0.21262665627435698,0,0,-0.37776044581353824,8.69901462316851
2015,安徽省,0.20461051,0.035566,0.009189,0.016194,0.005393,0.00479,0.038693,0.019582,12301.0,6011.0,22005.63,2.04641490600566,0.558993312166023,443094940.2,-2.0135526235786,140.4,4419.8,20218.9,113692,0,0,0,1.71577514742415,0.0,12301.0,15673.49,1164.77,690.59,456.6,14.08,611.8,13.44,34.83,1640.0,1,0,0,4.574618761029911,1.7889301682790018,1.616222757539775e-06,0.20084860101710336,0,0,-0.3528209836480734,8.701346403039162
2016,安徽省,0.21249778,0.037564,0.009545,0.016574,0.005708,0.005737,0.038824,0.018518,12663.0,6033.0,24407.62,2.09895574341124,0.518813386966857,446248043.7,-1.82831445138854,129.8,4665.8,22245.7,123391,0,0,0,1.62438398605541,0.0,12663.0,15706.17,1164.64,539.21,509.87,15.98,622.69,21.21,39.18,1794.98,1,0,0,4.767821166788118,1.92747532180368,1.5390275659814437e-06,0.19116161264392023,0,0,-0.3002795024875901,8.704999678440762
2017,安徽省,0.23499853,0.040622,0.009933,0.018334,0.005712,0.006643,0.04137,0.020982,13019.0,6057.0,27018.0,2.14941390127126,0.481863942556814,452225122.8,-1.6737920008883,121.9,5049.4,24711.7,136172,1,0,0,1.56738551218677,0.0,13019.0,16082.22,1048.94,751.59,574.66,15.53,631.56,22.81,44.37,1921.48,1,0,0,4.767821166788118,2.075274598663492,1.5035161744022503e-06,0.18689022133392552,0,0,-0.15038952379765735,8.708969906980947
